,WELL ID,RESULTS,CHEMICAL,DATE,UNITS,QUALIFER,RL,APPROXIMATE LATITUDE,APPROXIMATE LONGITUDE,WELL TYPE,WELL DEPTH (FT),TOP OF SCREEN (FT),SCREEN LENGTH (FT),SOURCE,SOURCE NAME,OTHER NAMES,YEAR,STATION,LATITUDE,LONGITUDE,ELEVATION,PRCP,TAVG,TMAX,TMIN
15,3010037-003,,PFOS,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
16,3010037-003,,PFOS,2018-07-11,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
17,3010037-003,0.0228,PFOA,2018-07-11,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
18,3010037-003,,PFHPA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
19,3010037-003,,PFNDCA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
20,3010037-003,,PFTEDA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
21,3010037-003,,PFHXSA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
22,3010037-003,,PFTRIDA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
23,3010037-003,,PFBSA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
24,3010037-003,,PFDOA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
25,3010037-003,0.0244,PFOA,2019-05-08,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
26,3010037-003,,PFHA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
27,3010037-003,,PFNA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
28,3010037-003,,PFOS,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
29,3010037-003,,PFUNDCA,2019-05-08,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
30,3010037-003,0.0252,PFOA,2017-10-04,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
31,3010037-003,,PFOS,2017-10-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-003,WELL 05,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
0,3010001-037,,PFHXSA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
1,3010001-037,,PFNDCA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
2,3010001-037,,PFHPA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
3,3010001-037,,PFTRIDA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
4,3010001-037,0.0083,PFOA,2019-04-10,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
5,3010001-037,,PFBSA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
6,3010001-037,,PFHA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
7,3010001-037,,PFDOA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
8,3010001-037,,PFTEDA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
9,3010001-037,,PFUNDCA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
10,3010001-037,,PFNA,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
11,3010001-037,,PFOS,2019-04-10,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010001-037,WELL 044 085,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,79.0,56.0
0,3010037-007,0.0174,PFOA,2017-10-04,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
1,3010037-007,,PFOS,2017-10-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
2,3010037-007,0.0176,PFOA,2018-02-05,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
3,3010037-007,,PFOS,2018-02-05,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
4,3010037-007,0.0165,PFOA,2018-04-25,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
5,3010037-007,,PFOS,2018-04-25,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
6,3010037-007,,PFDOA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
7,3010037-007,,PFHXSA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
8,3010037-007,,PFHA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
9,3010037-007,,PFNA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
10,3010037-007,,PFTEDA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
11,3010037-007,,PFNDCA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
12,3010037-007,0.0174,PFOA,2019-05-08,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
13,3010037-007,,PFBSA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
14,3010037-007,,PFHPA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
15,3010037-007,,PFOS,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
16,3010037-007,,PFTRIDA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
17,3010037-007,,PFUNDCA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
18,3010037-007,0.017,PFOA,2018-07-11,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
19,3010037-007,,PFOS,2018-07-11,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
20,3010037-007,,PFDOA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
21,3010037-007,,PFHXSA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
22,3010037-007,0.0143,PFOA,2019-04-04,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
23,3010037-007,,PFTEDA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
24,3010037-007,,PFUNDCA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
25,3010037-007,,PFBSA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
26,3010037-007,,PFOS,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
27,3010037-007,,PFHPA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
28,3010037-007,,PFNA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
29,3010037-007,,PFNDCA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
30,3010037-007,,PFTRIDA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
31,3010037-007,,PFHA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-007,WELL 11,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
0,3010037-023,,PFBSA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
1,3010037-023,,PFNA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
2,3010037-023,,PFNDCA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
3,3010037-023,,PFHXSA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
4,3010037-023,,PFUNDCA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
5,3010037-023,0.021,PFOA,2019-05-08,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
6,3010037-023,,PFHA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
7,3010037-023,,PFOS,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
8,3010037-023,,PFDOA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
9,3010037-023,,PFTEDA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
10,3010037-023,,PFTRIDA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
11,3010037-023,,PFHPA,2019-05-08,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,66.0,60.0
12,3010037-023,,PFTEDA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
13,3010037-023,,PFNDCA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
14,3010037-023,,PFTRIDA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
15,3010037-023,,PFDOA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
16,3010037-023,,PFHPA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
17,3010037-023,,PFHXSA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
18,3010037-023,0.0181,PFOA,2019-04-04,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
19,3010037-023,,PFHA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
20,3010037-023,,PFNA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
21,3010037-023,,PFOS,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
22,3010037-023,,PFUNDCA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
23,3010037-023,,PFBSA,2019-04-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
24,3010037-023,0.0162,PFOA,2018-02-05,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
25,3010037-023,,PFOS,2018-02-05,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
26,3010037-023,,PFOS,2018-04-25,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
27,3010037-023,0.0159,PFOA,2018-04-25,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,78.0,56.0
28,3010037-023,,PFOS,2017-10-04,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
29,3010037-023,0.016,PFOA,2017-10-04,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2017,USC00040192,33.8647,-117.8425,71.6,0.0,,85.0,58.0
30,3010037-023,0.0207,PFOA,2018-07-11,UG/L,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
31,3010037-023,,PFOS,2018-07-11,,,UNK,33.844437200001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-023,WELL 20,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,91.0,70.0
0,3010027-009,,PFDOA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
1,3010027-009,,PFHA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
2,3010027-009,,PFTEDA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
3,3010027-009,,PFHPA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
4,3010027-009,,PFUNDCA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
5,3010027-009,,PFNA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
6,3010027-009,,PFNDCA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
7,3010027-009,,PFOS,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
8,3010027-009,,PFBSA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
9,3010027-009,,PFHXSA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
10,3010027-009,0.0219,PFOA,2019-04-23,UG/L,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
11,3010027-009,,PFTRIDA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-009,WELL 09,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
0,3010027-017,,PFBSA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
1,3010027-017,,PFHXSA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
2,3010027-017,,PFNA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
3,3010027-017,,PFHPA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
4,3010027-017,,PFTEDA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
5,3010027-017,,PFTRIDA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
6,3010027-017,,PFUNDCA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
7,3010027-017,,PFDOA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
8,3010027-017,,PFNDCA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
9,3010027-017,0.0181,PFOA,2019-04-23,UG/L,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
10,3010027-017,,PFHA,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
11,3010027-017,,PFOS,2019-04-23,,,UNK,33.815463900001,-117.878720000001,MUNICIPAL,,,,DHS,3010027-017,WELL 19,2019,US1CAOR0042,33.7655,-117.8878,33.5,0.0,,,
0,3010037-002,0.0263,PFOA,2018-02-05,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
1,3010037-002,,PFOS,2018-02-05,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2018,USC00040192,33.8647,-117.8425,71.6,0.0,,81.0,53.0
2,3010037-002,,PFTRIDA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
3,3010037-002,,PFBSA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
4,3010037-002,,PFUNDCA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
5,3010037-002,,PFNA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
6,3010037-002,,PFHPA,2019-04-04,,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
7,3010037-002,0.0203,PFOA,2019-04-04,UG/L,,UNK,33.873410500001,-117.83910400000099,MUNICIPAL,,,,DHS,3010037-002,WELL 01,2019,USC00040192,33.8647,-117.8425,71.6,0.0,,69.0,57.0
